,Address1,Address2,price,postal,street,lats,lons,codes
949,#605 -20 AVOCA AVE,"Toronto, Ontario M4T2B8",629900.0,M4T 2B8,20 avoca ave,43.68794515,-79.38919648466478,"{'place_id': 109251965, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31372670, 'boundingbox': ['43.6877692', '43.6880985', '-79.3894075', '-79.3889759'], 'lat': '43.68794515', 'lon': '-79.38919648466478', 'display_name': ""20, Avoca Avenue, Moore Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4T 2B4, Canada"", 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
950,#2704 -3 CONCORDE PL,"Toronto, Ontario M3C3K6",789000.0,M3C 3K6,3 concorde pl,43.729219,-79.328253,"{'place_id': 48097484, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4034880478, 'boundingbox': ['43.729169', '43.729269', '-79.328303', '-79.328203'], 'lat': '43.729219', 'lon': '-79.328253', 'display_name': '3, Concorde Place, Wynford, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3C 1J3, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
951,#525 -120 VARNA DR,"Toronto, Ontario M6A1N3",519000.0,M6A 1N3,120 varna dr,43.7182291,-79.4379331,"{'place_id': 210839268, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 504874500, 'boundingbox': ['43.7175068', '43.718358', '-79.4380078', '-79.437634'], 'lat': '43.7182291', 'lon': '-79.4379331', 'display_name': 'Varna Drive, Lawrence Manor, Eglinton—Lawrence, North York, Toronto, Golden Horseshoe, Ontario, M6A 1B1, Canada', 'class': 'highway', 'type': 'residential', 'importance': 0.6}"
952,#1910 -503 BEECROFT RD,"Toronto, Ontario M2N0A2",719000.0,M2N 0A2,503 beecroft rd,43.77815805,-79.41757221231303,"{'place_id': 224511358, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 603152902, 'boundingbox': ['43.7778367', '43.7784786', '-79.4179167', '-79.4172588'], 'lat': '43.77815805', 'lon': '-79.41757221231303', 'display_name': '503, Beecroft Road, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 2A8, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.511}"
953,#106 -3650 KINGSTON RD,"Toronto, Ontario M1M3X9",529900.0,M1M 3X9,3650 kingston rd,43.7423845,-79.21422551515153,"{'place_id': 156624522, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 225855524, 'boundingbox': ['43.742049', '43.742721', '-79.214794', '-79.213709'], 'lat': '43.7423845', 'lon': '-79.21422551515153', 'display_name': '3650, Kingston Road, Scarborough Village, Scarborough—Guildwood, Scarborough, Toronto, Golden Horseshoe, Ontario, M1J 3M5, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.511}"
954,#303 -500 SHERBOURNE ST,"Toronto, Ontario M4X1L1",999900.0,M4X 1L1,500 sherbourne st,43.667967250000004,-79.37558103798366,"{'place_id': 136193407, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 150910767, 'boundingbox': ['43.6677346', '43.6681048', '-79.3762061', '-79.3751792'], 'lat': '43.667967250000004', 'lon': '-79.37558103798366', 'display_name': 'The 500 on Sherbourne, 500, Sherbourne Street, St. James Town, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1J2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
955,#205 -60 ST CLAIR AVE W,"Toronto, Ontario M4V1M7",659000.0,M4V 1M7,60 st clair ave w,43.687834800000005,-79.39688908839454,"{'place_id': 110677807, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 35491455, 'boundingbox': ['43.6876927', '43.6879768', '-79.3970581', '-79.3967201'], 'lat': '43.687834800000005', 'lon': '-79.39688908839454', 'display_name': ""60, St. Clair Avenue West, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4V 1M7, Canada"", 'class': 'building', 'type': 'apartments', 'importance': 0.811}"
956,#3909 -16 BONNYCASTLE ST,"Toronto, Ontario M5A0C9",860000.0,M5A 0C9,16 bonnycastle st,43.64588565714286,-79.36443497142857,"{'place_id': 41487781, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 401090058, 'boundingbox': ['43.645835657143', '43.645935657143', '-79.364484971429', '-79.364384971429'], 'lat': '43.64588565714286', 'lon': '-79.36443497142857', 'display_name': '16, Bonnycastle Street, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 0L1, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
957,#313 -18 BEVERLEY ST,"Toronto, Ontario M5T3L2",738000.0,M5T 3L2,18 beverley st,43.65034285,-79.39269695545845,"{'place_id': 116920740, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 61698863, 'boundingbox': ['43.6499956', '43.6507801', '-79.3930861', '-79.3924499'], 'lat': '43.65034285', 'lon': '-79.39269695545845', 'display_name': '18, Beverley Street, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1X5, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
958,#606 -75 GRAYDON HALL DR,"Toronto, Ontario M3A3M5",634900.0,M3A 3M5,75 graydon hall dr,43.7642805,-79.34410743482142,"{'place_id': 109302000, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31620342, 'boundingbox': ['43.764061', '43.764475', '-79.344377', '-79.343793'], 'lat': '43.7642805', 'lon': '-79.34410743482142', 'display_name': '75, Graydon Hall Drive, York Heights, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3A 3A6, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
959,#340 -500 RICHMOND ST W,"Toronto, Ontario M5V3N4",899000.0,M5V 3N4,500 richmond st w,43.647644400000004,-79.39888052031282,"{'place_id': 119117201, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 78136050, 'boundingbox': ['43.6474466', '43.6478896', '-79.3993571', '-79.3980937'], 'lat': '43.647644400000004', 'lon': '-79.39888052031282', 'display_name': '500, Richmond Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 3N1, Canada', 'class': 'building', 'type': 'residential', 'importance': 0.711}"
960,#205 -215 FORT YORK BLVD,"Toronto, Ontario M5V4A2",779000.0,M5V 4A2,215 fort york blvd,43.63635565,-79.40481072303434,"{'place_id': 141394982, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 170349002, 'boundingbox': ['43.636147', '43.6365886', '-79.4051851', '-79.4044125'], 'lat': '43.63635565', 'lon': '-79.40481072303434', 'display_name': 'Neptune South, 215, Fort York Boulevard, Fort York, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 4A2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
961,500 RICHMOND Street W Unit# 340,"Toronto, Ontario M5V3N4",899000.0,M5V 3N4,500 richmond street w ,43.647644400000004,-79.39888052031282,"{'place_id': 119117201, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 78136050, 'boundingbox': ['43.6474466', '43.6478896', '-79.3993571', '-79.3980937'], 'lat': '43.647644400000004', 'lon': '-79.39888052031282', 'display_name': '500, Richmond Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 3N1, Canada', 'class': 'building', 'type': 'residential', 'importance': 0.711}"
962,#905 -100 LOTHERTON PTWY,"Toronto, Ontario M6B2G8",399000.0,M6B 2G8,100 lotherton ptwy,,,
963,#4602 -25 TELEGRAM MEWS,"Toronto, Ontario M5V3Z1",950000.0,M5V 3Z1,25 telegram mews,43.64103195,-79.39440224659694,"{'place_id': 112388182, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 41363027, 'boundingbox': ['43.6408551', '43.6411723', '-79.3946531', '-79.3941514'], 'lat': '43.64103195', 'lon': '-79.39440224659694', 'display_name': 'Montage, 25, Telegram Mews, CityPlace, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 3Z9, Canada', 'class': 'building', 'type': 'yes', 'importance': 0.611}"
964,#212 -70 DISTILLERY LANE,"Toronto, Ontario M5A0E3",665000.0,M5A 0E3,70 distillery lane,43.6500216,-79.3576928,"{'place_id': 182314559, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 338717416, 'boundingbox': ['43.6496792', '43.6503856', '-79.358498', '-79.3569421'], 'lat': '43.6500216', 'lon': '-79.3576928', 'display_name': 'Distillery Lane, Distillery District, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 3C4, Canada', 'class': 'highway', 'type': 'living_street', 'importance': 0.6}"
965,#1904 -35 BALMUTO ST,"Toronto, Ontario M4Y0A3",749000.0,M4Y 0A3,35 balmuto st,43.66949635,-79.38741712775487,"{'place_id': 121211388, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 90305161, 'boundingbox': ['43.6692984', '43.6696489', '-79.3877111', '-79.3871246'], 'lat': '43.66949635', 'lon': '-79.38741712775487', 'display_name': 'The Uptown Residences, 35, Balmuto Street, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 3L8, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.8785144183561604}"
966,#4701 -101 CHARLES ST E,"Toronto, Ontario M4Y1V2",1215000.0,M4Y 1V2,101 charles st e,43.669787,-79.380288,"{'place_id': 48098364, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4035046639, 'boundingbox': ['43.669737', '43.669837', '-79.380338', '-79.380238'], 'lat': '43.669787', 'lon': '-79.380288', 'display_name': '101, Charles Street East, Yorkville, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1T2, Canada', 'class': 'place', 'type': 'house', 'importance': 0.711}"
967,#1401 -131 TORRESDALE AVE,"Toronto, Ontario M2R3T1",598800.0,M2R 3T1,131 torresdale ave,43.77795815,-79.45269330332809,"{'place_id': 109243429, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31368469, 'boundingbox': ['43.7777949', '43.7781213', '-79.4530503', '-79.4523363'], 'lat': '43.77795815', 'lon': '-79.45269330332809', 'display_name': '131, Torresdale Avenue, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M2R 3K2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
968,#1611 -101 ERSKINE AVE,"Toronto, Ontario M4P1Y5",568880.0,M4P 1Y5,101 erskine ave,43.711349150000004,-79.39528268259721,"{'place_id': 233108653, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 662965214, 'boundingbox': ['43.7109484', '43.7117346', '-79.3955807', '-79.3948109'], 'lat': '43.711349150000004', 'lon': '-79.39528268259721', 'display_name': '101 Erskine, 101, Erskine Avenue, Yonge & Eglinton, Don Valley West, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 2H5, Canada', 'class': 'building', 'type': 'residential', 'importance': 0.611}"
969,#820 -19 WESTERN BATTERY RD,"Toronto, Ontario M6K0E3",658000.0,M6K 0E3,19 western battery rd,43.639675100000005,-79.41135841686021,"{'place_id': 274399346, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 932632911, 'boundingbox': ['43.6393412', '43.6398701', '-79.4115521', '-79.4111166'], 'lat': '43.639675100000005', 'lon': '-79.41135841686021', 'display_name': 'ZEN Conds, 19, Western Battery Road, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 3R9, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
970,##313 -158 FRONT ST E,"Toronto, Ontario",780000.0,nta rio,158 front st e,43.6493272,-79.3718127,"{'place_id': 106865439, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 26129097, 'boundingbox': ['43.6491738', '43.6494647', '-79.3721977', '-79.3714544'], 'lat': '43.6493272', 'lon': '-79.3718127', 'display_name': 'Front Street East, St. Lawrence, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1C2, Canada', 'class': 'highway', 'type': 'secondary', 'importance': 0.7000000000000001}"
971,#1109 -2460 EGLINTON AVE E,"Toronto, Ontario M1K5J7",599900.0,M1K 5J7,2460 eglinton ave e,43.734166,-79.26281381547619,"{'place_id': 109374281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31756368, 'boundingbox': ['43.733765', '43.734562', '-79.263119', '-79.262161'], 'lat': '43.734166', 'lon': '-79.26281381547619', 'display_name': 'A, 2460, Eglinton Avenue East, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1K 5J7, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
972,#2308 -155 YORKVILLE AVE,"Toronto, Ontario M5R1C4",859900.0,M5R 1C4,155 yorkville ave,43.67025235,-79.3943180619247,"{'place_id': 323629169, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1001309642, 'boundingbox': ['43.6700431', '43.6704603', '-79.3946099', '-79.3940272'], 'lat': '43.67025235', 'lon': '-79.3943180619247', 'display_name': 'Yorkville Plaza, 155, Yorkville Avenue, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada', 'class': 'tourism', 'type': 'old_hotel', 'importance': 0.611}"
973,#514 -121 LING RD,"Toronto, Ontario M1E4Y2",499900.0,M1E 4Y2,121 ling rd,43.768401,-79.18196133769231,"{'place_id': 109364896, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31757365, 'boundingbox': ['43.768004', '43.768799', '-79.182253', '-79.181691'], 'lat': '43.768401', 'lon': '-79.18196133769231', 'display_name': '121, Ling Road, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 4S6, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.511}"
974,##408 -2901 KIPLING AVE,"Toronto, Ontario M9V5E5",549000.0,M9V 5E5,2901 kipling ave,43.7582007,-79.58847401663807,"{'place_id': 109384538, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31755001, 'boundingbox': ['43.7579093', '43.7584922', '-79.5887034', '-79.5882447'], 'lat': '43.7582007', 'lon': '-79.58847401663807', 'display_name': 'Rowntree Mills, 2901, Kipling Avenue, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9V 4P2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
975,#923 -2995 KEELE ST W,"Toronto, Ontario M3M2G9",599990.0,M3M 2G9,2995 keele st w,,,
976,#LPH905 -399 ADELAIDE ST W,"Toronto, Ontario M5V1S4",898000.0,M5V 1S4,399 adelaide st w,43.64616155,-79.39718407156894,"{'place_id': 176740579, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 314654703, 'boundingbox': ['43.6459562', '43.6463772', '-79.3975862', '-79.3967882'], 'lat': '43.64616155', 'lon': '-79.39718407156894', 'display_name': 'Lofts399, 399, Adelaide Street West, King West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2J6, Canada', 'class': 'building', 'type': 'yes', 'importance': 0.711}"
977,#1806 -16 BROOKERS LANE,"Toronto, Ontario M8V0A5",599000.0,M8V 0A5,16 brookers lane,43.626938,-79.477801,"{'place_id': 48101692, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4035129820, 'boundingbox': ['43.626888', '43.626988', '-79.477851', '-79.477751'], 'lat': '43.626938', 'lon': '-79.477801', 'display_name': '16, Brookers Lane, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1A2, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
978,#316 -25 RICHMOND ST E,"Toronto, Ontario M5C1N7",709900.0,M5C 1N7,25 richmond st e,43.651897,-79.377577,"{'place_id': 48121083, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4035520335, 'boundingbox': ['43.651847', '43.651947', '-79.377627', '-79.377527'], 'lat': '43.651897', 'lon': '-79.377577', 'display_name': '25, Richmond Street East, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 1N8, Canada', 'class': 'place', 'type': 'house', 'importance': 0.711}"
979,#L2-07 -220 VICTORIA ST,"Toronto, Ontario M5B2R3",35000.0,M5B 2R3,07 -220 victoria st,,,
980,#E1304 -555 WILSON AVE,"Toronto, Ontario M3H0C5",592000.0,M3H 0C5,555 wilson ave,43.7339383,-79.449414,"{'place_id': 6481930, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 803368076, 'boundingbox': ['43.7338883', '43.7339883', '-79.449464', '-79.449364'], 'lat': '43.7339383', 'lon': '-79.449414', 'display_name': '555, Wilson Avenue, Winston Park, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3K 0C2, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
981,#505 -361 FRONT ST W,"Toronto, Ontario M5V3R5",724900.0,M5V 3R5,361 front st w,43.6431912,-79.3913725,"{'place_id': 58427868, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5202545053, 'boundingbox': ['43.6431412', '43.6432412', '-79.3914225', '-79.3913225'], 'lat': '43.6431912', 'lon': '-79.3913725', 'display_name': '361, Front Street West, Fashion District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 0K3, Canada', 'class': 'shop', 'type': 'convenience', 'importance': 0.711, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons//shopping_convenience.p.20.png'}"
982,#611 -1 ROWNTREE RD,"Toronto, Ontario M9V5G7",569900.0,M9V 5G7,1 rowntree rd,43.7512203,-79.58306743407329,"{'place_id': 109348942, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31754979, 'boundingbox': ['43.7509818', '43.7515052', '-79.5834037', '-79.5823841'], 'lat': '43.7512203', 'lon': '-79.58306743407329', 'display_name': 'Platinum on the Humber III, 1, Rowntree Road, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9V 5C7, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.511}"
983,#702 -3 HICKORY TREE RD,"Toronto, Ontario M9N3W5",575000.0,M9N 3W5,3 hickory tree rd,43.69831245,-79.51449134960163,"{'place_id': 109554234, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 32119171, 'boundingbox': ['43.6981194', '43.698475', '-79.5148328', '-79.5142352'], 'lat': '43.69831245', 'lon': '-79.51449134960163', 'display_name': '3, Hickory Tree Road, Weston, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M9N 3B3, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
984,#819 -8 HILLSDALE AVE E,"Toronto, Ontario M4S0B2",572000.0,M4S 0B2,8 hillsdale ave e,43.7039934,-79.3947459,"{'place_id': 100848752, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 13799053, 'boundingbox': ['43.7034183', '43.7046352', '-79.3976529', '-79.3916341'], 'lat': '43.7039934', 'lon': '-79.3947459', 'display_name': ""Hillsdale Avenue East, Yonge & Eglinton, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 1P3, Canada"", 'class': 'highway', 'type': 'residential', 'importance': 0.7000000000000001}"
985,#3202 -115 BLUE JAYS WAY,"Toronto, Ontario M5V0N4",1150000.0,M5V 0N4,115 blue jays way,43.645507499999994,-79.3919735,"{'place_id': 41586097, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 401220473, 'boundingbox': ['43.6454575', '43.6455575', '-79.3920235', '-79.3919235'], 'lat': '43.645507499999994', 'lon': '-79.3919735', 'display_name': '115, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J6, Canada', 'class': 'place', 'type': 'house', 'importance': 0.711}"
986,#PH03 -51 EAST LIBERTY ST,"Toronto, Ontario M6K3P8",1389000.0,M6K 3P8,51 east liberty st,43.638639999999995,-79.4121354777391,"{'place_id': 201939785, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 450697949, 'boundingbox': ['43.6383425', '43.6389171', '-79.4124896', '-79.4118215'], 'lat': '43.638639999999995', 'lon': '-79.4121354777391', 'display_name': 'Liberty Central, 51, East Liberty Street, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 3P8, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
987,#906 -298 JARVIS ST,"Toronto, Ontario M5B2M4",599900.0,M5B 2M4,298 jarvis st,43.6610585,-79.3764215,"{'place_id': 6833239, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 837125172, 'boundingbox': ['43.6610085', '43.6611085', '-79.3764715', '-79.3763715'], 'lat': '43.6610585', 'lon': '-79.3764215', 'display_name': '298, Jarvis Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1M1, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
988,#101 -251 MANITOBA ST,"Toronto, Ontario M8Y4G9",1150000.0,M8Y 4G9,251 manitoba st,43.6241538,-79.4878569,"{'place_id': 34775009, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2883460464, 'boundingbox': ['43.6241038', '43.6242038', '-79.4879069', '-79.4878069'], 'lat': '43.6241538', 'lon': '-79.4878569', 'display_name': '251, Manitoba Street, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Y 4H5, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
989,#PH7907 -388 YONGE ST,"Toronto, Ontario M5B0A4",3798000.0,M5B 0A4,388 yonge st,43.6592954,-79.3825676,"{'place_id': 63522872, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5708791522, 'boundingbox': ['43.6592454', '43.6593454', '-79.3826176', '-79.3825176'], 'lat': '43.6592954', 'lon': '-79.3825676', 'display_name': 'Crunch Fitness, 388, Yonge Street, Downtown Yonge, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B1S9, Canada', 'class': 'leisure', 'type': 'fitness_centre', 'importance': 0.611}"
990,#501 -1700 EGLINTON AVE E,"Toronto, Ontario M4A2X4",549000.0,M4A 2X4,1700 eglinton ave e,43.72638499999999,-79.31282904307693,"{'place_id': 109557618, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 32224961, 'boundingbox': ['43.726058', '43.72672', '-79.313037', '-79.312048'], 'lat': '43.72638499999999', 'lon': '-79.31282904307693', 'display_name': '1700, Eglinton Avenue East, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M4A 1J8, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
991,#511 -377 MADISON AVE,"Toronto, Ontario M4C3E1",899999.0,M4C 3E1,377 madison ave,43.67718166666667,-79.40661733333333,"{'place_id': 41557498, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 401215663, 'boundingbox': ['43.677131666667', '43.677231666667', '-79.406667333333', '-79.406567333333'], 'lat': '43.67718166666667', 'lon': '-79.40661733333333', 'display_name': ""377, Madison Avenue, South Hill, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 1V7, Canada"", 'class': 'place', 'type': 'house', 'importance': 0.611}"
992,#209 -1401 O'CONNOR DR,"Toronto, Ontario M4B2V5",689900.0,M4B 2V5,1401 o'connor dr,43.7124965,-79.3071673,"{'place_id': 6492556, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 804596486, 'boundingbox': ['43.7124465', '43.7125465', '-79.3072173', '-79.3071173'], 'lat': '43.7124965', 'lon': '-79.3071673', 'display_name': ""1401, O'Connor Drive, Woodbine Gardens, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4B 2T8, Canada"", 'class': 'place', 'type': 'house', 'importance': 0.711}"
993,#905 -36 FOREST MANOR RD,"Toronto, Ontario M2J1M5",799900.0,M2J 1M5,36 forest manor rd,43.77164508916562,-79.34445254484817,"{'place_id': 8129052, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 75974049, 'boundingbox': ['43.771595089166', '43.771695089166', '-79.344502544848', '-79.344402544848'], 'lat': '43.77164508916562', 'lon': '-79.34445254484817', 'display_name': '36, Forest Manor Road, Parkway Forest, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 1M4, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
994,10 GATEWAY Boulevard,"Toronto, Ontario M3C3A1",499900.0,M3C 3A1,10 gateway boulevard,43.7100002,-79.3323996,"{'place_id': 35145649, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2893728676, 'boundingbox': ['43.7099502', '43.7100502', '-79.3324496', '-79.3323496'], 'lat': '43.7100002', 'lon': '-79.3323996', 'display_name': 'Flemingdon Health Centre, 10, Gateway Boulevard, Chapel Glen, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3C 3E7, Canada', 'class': 'amenity', 'type': 'doctors', 'importance': 0.611, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons//health_doctors.p.20.png'}"
