Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#116 -36 FOREST MANOR RD,"Toronto, Ontario M2J1M5",23764954,C5412173,SingleFamily,668000.00,,Apartment,,2,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,6,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",28 days,2,2,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,,,,Tbd,1,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#1610 -251 JARVIS ST,"Toronto, Ontario M5B0C3",23811626,C5427365,SingleFamily,439900.00,,Apartment,,1,0,,"Hospital,Park,PublicTransit,Schools",,,,,,,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,18,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$1,323.13 (CAD)",,12 days,,1,Balcony,"Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air,Concrete,Outdoor pool,,"Hospital, Park, Public Transit, Schools",$263.65 (CAD) Monthly,First Service Residential 416-304-0867,,"{'Main level': {'Living room': '3.9 m x 3.9 m', 'Primary Bedroom': '3.9 m x 3.9 m', 'Kitchen': '3.9 m x 3.9 m', 'Media': '0.8 m x 0.8 m'}}"
#1404 -225 SACKVILLE ST,"Toronto, Ontario M5A3H1",23824640,C5432024,SingleFamily,799999.00,,Apartment,,2,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Regent Park,Condominium/Strata,"$2,871.76 (CAD)","Underground, Visitor Parking",7 days,2,2,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,Community Centre,"Park, Public Transit, Schools",$770.26 (CAD) Monthly,Del Property Management,1,"{'Other': {'Living room': '5.18 m x 3.45 m', 'Dining room': '5.18 m x 3.45 m', 'Kitchen': '4.29 m x 1.73 m', 'Bedroom': '2.9 m x 3.15 m', 'Den': '2.64 m x 2.36 m'}}"
#502 -99 CAMERON ST,"Toronto, Ontario M5T3A2",23792166,C5421037,SingleFamily,880000.00,,Apartment,,2,6,,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,Security/Concierge,,,no,,,,yes,30,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Kensington-Chinatown,Condominium/Strata,"$2,908.43 (CAD)",Underground,19 days,3,2,Balcony,Security/Concierge,Central air conditioning,Forced air (Natural gas),Concrete,,,"Hospital, Park, Public Transit",$866.02 (CAD) Monthly,Shiu Pong Management Ltd.,1,"{'Flat': {'Living room': '2.82 m x 5.46 m', 'Kitchen': '3.44 m x 3.35 m', 'Primary Bedroom': '3.07 m x 5.77 m', 'Bedroom 2': '2.72 m x 4.24 m', 'Bedroom 3': '2.52 m x 2.67 m', 'Study': '1.89 m x 2.39 m', 'Den': '3.87 m x 2.38 m'}}"
#304 -9 VALHALLA INN RD,"Toronto, Ontario M9B1S9",23764214,W5411942,SingleFamily,538900.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,18,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Islington-City Centre West,Condominium/Strata,"$1,571 (CAD)",Underground,29 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$415 (CAD) Monthly,First Services Residential,1,"{'Main level': {'Foyer': 'Measurements not available', 'Living room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available', 'Bathroom': 'Measurements not available', 'Laundry room': 'Measurements not available'}}"
#UPPER -46A WINEVA AVE,"Toronto, Ontario M4E2T2",23832678,E5434563,SingleFamily,849900.00,,Apartment,,1,2,,,,,,,,,,,,,,,,,,,,no,,,,yes,19,Photos,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,The Beaches,Undivided Co-ownership,$0 (CAD),,5 days,2,1,,,,,"Brick, Stucco",,,,$500 (CAD) Monthly,N/A,1,"{'Second level': {'Living room': '4.27 m x 4 m', 'Dining room': '3.5 m x 3.2 m', 'Sunroom': '3.7 m x 2 m', 'Kitchen': '5 m x 3.6 m', 'Primary Bedroom': '5.1 m x 2.99 m', 'Bedroom 2': '2.7 m x 2.26 m'}, 'Third level': {'Loft': '12.37 m x 3.2 m'}}"
#1611 -955 BAY ST,"Toronto, Ontario M5S0C6",23839365,C5436986,SingleFamily,599900.00,,Apartment,,1,0,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,23,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,089.67 (CAD)","Underground, Visitor Parking",3 days,,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Electric),Concrete,Outdoor pool,,"Hospital, Park, Public Transit, Schools",$348.75 (CAD) Monthly,Duka Property Management,1,"{'Main level': {'Kitchen': '4.21 m x 4.03 m', 'Dining room': '4.21 m x 4.03 m', 'Living room': '4.21 m x 4.03 m'}}"
#3003 -88 GRANGEWAY AVE,"Toronto, Ontario M1H0A2",23833767,E5435064,SingleFamily,745000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Woburn,Condominium/Strata,"$2,159 (CAD)",Underground,4 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$702.86 (CAD) Monthly,Trivest Developments Corporation,1,"{'Flat': {'Living room': '5.7 m x 3.02 m', 'Dining room': '5.7 m x 3.02 m', 'Kitchen': '2.46 m x 2.3 m', 'Eating area': '2.46 m x 1.8 m', 'Primary Bedroom': '3.54 m x 3.79 m', 'Bedroom 2': '3 m x 2.77 m'}}"
#2411 -7 CONCORDE PL,"Toronto, Ontario M3C3N4",23827910,C5433191,SingleFamily,628800.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,13,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,"$1,673 (CAD)",Underground,6 days,1,1,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$548.98 (CAD) Monthly,Crossbridge,1,"{'Flat': {'Living room': '3.45 m x 4.56 m', 'Dining room': '3.45 m x 3.31 m', 'Kitchen': '2.3 m x 2.28 m', 'Primary Bedroom': '5.14 m x 3.11 m', 'Den': 'Measurements not available'}}"
#4515 -30 SHORE BREEZE DR,"Toronto, Ontario M8V0J1",23749173,W5406568,SingleFamily,999999.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,25,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$4,249.89 (CAD)",Underground,34 days,2,2,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$647.72 (CAD) Monthly,274,1,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#2911 -210 VICTORIA ST,"Toronto, Ontario M5B2R3",23829171,C5433453,SingleFamily,799000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge",,,no,,,,yes,27,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$3,177.26 (CAD)",Underground,6 days,2,2,,"Storage - Locker, Security/Concierge",Central air conditioning,Forced air (Natural gas),Concrete,,,,$847.14 (CAD) Monthly,360 Community Management,1,"{'Flat': {'Living room': '5.69 m x 4.38 m', 'Dining room': '5.69 m x 4.38 m', 'Kitchen': '3.2 m x 2 m', 'Primary Bedroom': '4.27 m x 3.3 m', 'Bedroom 2': '3.45 m x 3.76 m'}}"
#404 -68 YORKVILLE AVE,"Toronto, Ontario M5R3V7",23838705,C5436815,SingleFamily,6895000.00,,Apartment,,4,3,SchoolBus,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,40,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$13,877 (CAD)",Underground,3 days,3,4,,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Stone,,School Bus,"Park, Public Transit, Schools","$4,054.40 (CAD) Monthly",First Service Residential,3,"{'Main level': {'Great room': '8.14 m x 5.41 m', 'Dining room': '4.7 m x 3.81 m', 'Kitchen': '5.87 m x 3.61 m', 'Eating area': '5.05 m x 4.09 m', 'Sitting room': '5.61 m x 3.12 m', 'Family room': '5.03 m x 3.86 m', 'Primary Bedroom': '6.76 m x 4.67 m', 'Bedroom 2': '5.23 m x 3.58 m', 'Bedroom 3': '5.23 m x 4.47 m'}}"
#3212 -210 VICTORIA ST,"Toronto, Ontario M5B2R3",23827909,C5433190,SingleFamily,649000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,10,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,156.88 (CAD)",Underground,6 days,1,1,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$621.87 (CAD) Monthly,360 Community Management 905-604-3602,1,"{'Flat': {'Living room': '20.18 m x 10.8 m', 'Dining room': '20.18 m x 10.8 m', 'Kitchen': '8.4 m x 6.7 m', 'Primary Bedroom': '17 m x 9.9 m'}}"
#2205 -7 KING ST E,"Toronto, Ontario M5C3C5",23787145,C5419448,SingleFamily,1199000.00,,Apartment,,2,3,,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$4,173.22 (CAD)",Underground,20 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,,Concrete,Indoor pool,,"Hospital, Park, Public Transit","$1,065.96 (CAD) Monthly",Icc Property Mgmt - 416-861-8320,1,"{'Main level': {'Kitchen': '2.4 m x 2.62 m', 'Dining room': '6.5 m x 3.65 m', 'Living room': '6.5 m x 3.65 m', 'Primary Bedroom': '4.54 m x 4.25 m', 'Bedroom 2': '2.92 m x 2.92 m', 'Den': '3.62 m x 3.65 m'}}"
#TH69 -315 VILLAGE GREEN SQ,"Toronto, Ontario M1S0L2",23809129,E5426765,SingleFamily,859000.00,,Row/Townhouse,,3,4,,,3,,,,,Underground,,,,,,,,,,,,no,,,,yes,39,Video,Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Agincourt South-Malvern West,Condominium/Strata,"$2,993.97 (CAD)",Underground,13 days,4,3,,,Central air conditioning,Forced air (Natural gas),Brick,,,,$507.89 (CAD) Monthly,Del Property Management,2,"{'Main level': {'Living room': '6.19 m x 3.43 m', 'Dining room': '6.19 m x 3.43 m', 'Kitchen': '2.45 m x 2.28 m', 'Eating area': '1.84 m x 1.53 m'}, 'Second level': {'Primary Bedroom': '3.35 m x 3.02 m', 'Bedroom 2': '3.93 m x 2.71 m'}, 'Third level': {'Bedroom 3': '3.93 m x 2.74 m', 'Bedroom 4': '3.05 m x 2.71 m'}}"
#104 -408 BROWNS LINE,"Toronto, Ontario M8W3T9",23753268,W5408108,SingleFamily,1400000.00,,Apartment,,2,3,,,2,,,,,Underground,,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,6,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Alderwood,Condominium/Strata,$0 (CAD),Underground,33 days,3,2,Balcony,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,,,Rp Longbranch Inc,1,"{'Main level': {'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available', 'Laundry room': 'Measurements not available', 'Living room': 'Measurements not available', 'Dining room': 'Measurements not available'}, 'Upper Level': {'Bedroom': 'Measurements not available'}}"
#407 -61 ST CLAIR AVE W,"Toronto, Ontario M4V2Y8",23766196,C5412382,SingleFamily,1645000.00,,Apartment,,2,2,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Yonge-St. Clair,Condominium/Strata,"$5,403 (CAD)","Underground, Visitor Parking",28 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit","$1,413.86 (CAD) Monthly",Crossbridge Property Management 416-922-0196,2,"{'Flat': {'Foyer': '2.06 m x 3.05 m', 'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': '5.33 m x 3.73 m', 'Bedroom 2': '5.49 m x 3.35 m', 'Laundry room': '1.63 m x 1.63 m'}}"
#3007 -95 MCMAHON DR,"Toronto, Ontario M2K0E4",23799212,C5423159,SingleFamily,1031900.00,,Apartment,,2,3,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,CarWash,Security/Concierge,Sauna,ExerciseCentre",,,no,,,,yes,9,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Bayview Village,Condominium/Strata,$0 (CAD),Underground,17 days,3,2,Balcony,"Storage - Locker, Car Wash, Security/Concierge, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Hospital, Park, Public Transit",$560 (CAD) Monthly,Tba,,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Bedroom 3': 'Measurements not available'}}"
#TH3 -39 ANNIE CRAIG DR,"Toronto, Ontario M8V0H1",23794073,W5421719,SingleFamily,1349900.00,,Apartment,,3,3,,"Park,PublicTransit",2,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,30,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Mimico,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",19 days,2,3,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,,Concrete,,,"Park, Public Transit",,N/A,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available'}, 'Second level': {'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Study': 'Measurements not available'}}"
#513 -175 HILDA AVE,"Toronto, Ontario M2M1V8",23841175,C5437572,SingleFamily,599900.00,,Apartment,,2,3,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,24,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Newtonbrook West,Condominium/Strata,"$1,771.93 (CAD)","Underground, Visitor Parking",2 days,3,2,Balcony,"Sauna, Exercise Centre, Recreation Centre",,Baseboard heaters (Natural gas),Brick,Indoor pool,Community Centre,"Park, Public Transit, Schools",$632.10 (CAD) Monthly,York Condominium Corporation No. 102,1,"{'Flat': {'Living room': '5.62 m x 3.34 m', 'Dining room': '3 m x 2.42 m', 'Kitchen': '4.48 m x 2.36 m', 'Primary Bedroom': '4.8 m x 3.35 m', 'Bedroom 2': '3.85 m x 2.5 m', 'Bedroom 3': '3.85 m x 2.5 m'}}"
#305 -458 RICHMOND ST W,"Toronto, Ontario M5V0S9",23754288,C5408587,SingleFamily,579900.00,,Apartment,,1,1,,"PublicTransit,Schools",,,,,,,,,,,,,,,"PartyRoom,ExerciseCentre",,,no,,,,yes,8,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,$0 (CAD),,32 days,1,1,,"Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Brick,,,"Public Transit, Schools",$355.50 (CAD) Monthly,Icon Property Management,,"{'Main level': {'Living room': '2.54 m x 5.89 m', 'Dining room': '2.54 m x 5.89 m', 'Kitchen': '2.54 m x 5.89 m', 'Bedroom': '3.4 m x 2.48 m'}}"
#1803 -717 BAY ST,"Toronto, Ontario M5G2J9",23810478,C5427044,SingleFamily,738000.00,,Apartment,,2,3,,"PublicTransit,Schools",,,,,,Underground,,,,,,,,,"PartyRoom,Security/Concierge,ExerciseCentre",,,no,,,,yes,30,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,774 (CAD)",Underground,13 days,2,2,Balcony,"Party Room, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,,"Public Transit, Schools",$820.13 (CAD) Monthly,Del Property Management,,"{'Flat': {'Living room': '7.35 m x 3.35 m', 'Dining room': '7.35 m x 3.35 m', 'Kitchen': '2.51 m x 2.31 m', 'Primary Bedroom': '4.57 m x 4.04 m', 'Bedroom 2': '3.66 m x 2.75 m', 'Solarium': '4.27 m x 2.1 m'}}"
#2606 -87 PETER ST,"Toronto, Ontario M5V0P1",23792177,C5421075,SingleFamily,685900.00,,Apartment,,1,1,,,,,,,,VisitorParking,,,,,,,,,"Security/Concierge,PartyRoom",,,no,,,,yes,23,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,224.09 (CAD)",Visitor Parking,19 days,1,1,Balcony,"Security/Concierge, Party Room",Central air conditioning,Forced air (Natural gas),Concrete,,,,$325.92 (CAD) Monthly,Menres Property Management:416-977-9430,,"{'Flat': {'Living room': '7.04 m x 2.74 m', 'Dining room': '7.04 m x 2.74 m', 'Kitchen': '7.04 m x 2.74 m', 'Primary Bedroom': '4 m x 2.74 m', 'Foyer': 'Measurements not available'}}"
#3101 -65 HARBOUR SQ,"Toronto, Ontario M5J2L4",23817797,C5429714,SingleFamily,2059000.00,,Apartment,,2,3,,Hospital,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,10,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$5,859.61 (CAD)",Underground,11 days,3,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Baseboard heaters (Electric),Brick,Indoor pool,,Hospital,"$1,416.12 (CAD) Monthly",Crossbridge Condominium Services Ltd.,1,{}
#1304 -8 EGLINTON AVE E,"Toronto, Ontario M4P1A6",23763129,C5411585,SingleFamily,643000.00,,Apartment,,1,2,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,16,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$2,462.38 (CAD)","Underground, Visitor Parking",30 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,Public Transit,$414.25 (CAD) Monthly,First Service Property Management,,"{'Main level': {'Kitchen': '3.46 m x 2.56 m', 'Living room': '2.75 m x 2.75 m', 'Primary Bedroom': '3.46 m x 2.75 m', 'Den': '2.07 m x 1.73 m'}}"
#307 -580 CHRISTIE ST,"Toronto, Ontario M6G3E3",23756183,C5409019,SingleFamily,435000.00,,Apartment,,1,1,,,,,,,,,,,,,,,,,"Storage-Locker,PartyRoom",,,no,,,,yes,18,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Wychwood,Undivided Co-ownership,$0 (CAD),,32 days,1,1,Balcony,"Storage - Locker, Party Room",,Hot water radiator heat (Natural gas),"Brick, Concrete",,,,$885.14 (CAD) Monthly,Comfort Property Management 905-605-7788,1,"{'Flat': {'Living room': '4.72 m x 2.97 m', 'Dining room': '3.96 m x 2.33 m', 'Kitchen': '2.07 m x 3 m', 'Bedroom': '3.88 m x 3.24 m', 'Other': '8.84 m x 1.09 m'}}"
#2006 -5 MARINER TERR,"Toronto, Ontario M5V3V6",23773248,C5414577,SingleFamily,739900.00,,Apartment,,1,2,"CommunityCentre,PetsnotAllowed","PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"CarWash,Security/Concierge,ExerciseCentre",,,no,,,,yes,35,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,370.21 (CAD)","Underground, Visitor Parking",26 days,1,1,Balcony,"Car Wash, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,"Community Centre, Pets not Allowed","Public Transit, Schools",$541.71 (CAD) Monthly,Harbour View Estates Iii,1,"{'Flat': {'Living room': '3.96 m x 3.55 m', 'Dining room': '2.19 m x 3.55 m', 'Kitchen': '2.19 m x 2.19 m', 'Primary Bedroom': '3.75 m x 3.08 m', 'Den': '2.44 m x 2.9 m'}}"
#2001 -181 WYNFORD DR,"Toronto, Ontario M3C0C6",23796270,C5422457,SingleFamily,569000.00,,Apartment,,1,1,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,22,"Video,Brochure",Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,"$1,814.70 (CAD)","Underground, Visitor Parking",18 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,Public Transit,$423.69 (CAD) Monthly,Del Property Mgmt,1,"{'Flat': {'Living room': '5.48 m x 3.35 m', 'Dining room': '5.48 m x 3.35 m', 'Kitchen': '2.83 m x 2.43 m', 'Primary Bedroom': '4.19 m x 3.04 m'}}"
#72 -721 LAWRENCE AVE W,"Toronto, Ontario M6A1B4",23837419,W5436245,SingleFamily,949000.00,,Row/Townhouse,,2,2,,,3,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,24,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Yorkdale-Glen Park,Condominium/Strata,$0 (CAD),Underground,3 days,2,2,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$247 (CAD) Monthly,Wycliffe Marlee Lawrence Limited,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available'}, 'Second level': {'Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#1706 -220 VICTORIA ST,"Toronto, Ontario M5B2R6",23799240,C5423298,SingleFamily,638000.00,,Apartment,,2,3,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,712.90 (CAD)",Underground,17 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$888.47 (CAD) Monthly,Icon Property Management,1,{}
#909 -4 PARK VISTA DR,"Toronto, Ontario M4B3M8",23798098,E5422817,SingleFamily,585000.00,,Apartment,,2,2,,,,,,,,VisitorParking,,,,,,,,,"Storage-Locker,PartyRoom,Security/Concierge,ExerciseCentre",,,no,,,,yes,39,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,East York,Condominium/Strata,"$1,496.98 (CAD)",Visitor Parking,18 days,2,2,,"Storage - Locker, Party Room, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$839.48 (CAD) Monthly,Nadlan-Harris,1,"{'Main level': {'Kitchen': '3.22 m x 2.34 m', 'Dining room': '3.24 m x 3 m', 'Living room': '5.12 m x 3.27 m', 'Bedroom 2': '3.9 m x 3 m', 'Primary Bedroom': '4.28 m x 3.06 m'}}"
#518 -28 WILLIAM CARSON CRES,"Toronto, Ontario M2P2H1",23825171,C5432229,SingleFamily,889000.00,,Apartment,,2,2,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,St. Andrew-Windfields,Condominium/Strata,"$3,476.67 (CAD)","Underground, Visitor Parking",7 days,2,2,"Ravine, Balcony","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,"Hospital, Park, Public Transit, Schools",$900.62 (CAD) Monthly,Brookfield Residential Services,1,"{'Flat': {'Living room': '5.92 m x 3.51 m', 'Dining room': '5.92 m x 3.51 m', 'Kitchen': '4.67 m x 2.64 m', 'Primary Bedroom': '4.33 m x 3.16 m', 'Bedroom 2': '3.12 m x 2.74 m', 'Den': '3.05 m x 2.41 m'}}"
