Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#505 -151 AVENUE RD,"Toronto, Ontario M5R2H7",23815596,C5428653,SingleFamily,1175000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,21,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$4,515.39 (CAD)",Underground,11 days,1,2,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$722.83 (CAD) Monthly,Del Property Management,,{}
#1608 -110 CHARLES ST E,"Toronto, Ontario M4Y1T5",23817149,C5429259,SingleFamily,899900.00,,Apartment,,2,2,,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,38,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$3,209.89 (CAD)","Underground, Visitor Parking",11 days,2,2,"Ravine, Balcony","Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Hospital, Park, Public Transit",$637.28 (CAD) Monthly,Crossbridge Condominium Services,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#526 -30 SHORE BREEZE DR,"Toronto, Ontario M8V0J1",23769956,W5413771,SingleFamily,675000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,20,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$2,303.52 (CAD)",Underground,27 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$540 (CAD) Monthly,Crossbridge Condominium Services,1,{}
#1110 -942 YONGE ST,"Toronto, Ontario M4W3S8",23804567,C5425254,SingleFamily,649900.00,,Apartment,,1,1,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,12,Brochure,,Toronto,Ontario,no,no,no,no,yes,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$2,150.76 (CAD)","Underground, Visitor Parking",15 days,1,1,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$569.36 (CAD) Monthly,360 Community Management,1,"{'Main level': {'Laundry room': '2.44 m x 1.52 m', 'Primary Bedroom': '4.34 m x 3.28 m', 'Living room': '4.83 m x 4.57 m', 'Kitchen': '2.59 m x 2.31 m', 'Foyer': '3.23 m x 1.22 m'}}"
#15 -52 HOLMES AVE,"Toronto, Ontario M2N4L9",23792860,C5421302,SingleFamily,1158800.00,,Row/Townhouse,,2,2,CommunityCentre,"Park,PublicTransit",3,,,,,"Underground,VisitorParking",,,,,,,,,Storage-Locker,,,no,,,,yes,20,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Willowdale East,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",19 days,2,2,Cul-de-sac,Storage - Locker,Central air conditioning,Heat Pump (Natural gas),"Brick, Concrete",,Community Centre,"Park, Public Transit",$524.48 (CAD) Monthly,Maple Ridge Management (905) 597-6726,1,"{'Main level': {'Living room': '5.77 m x 5.3 m', 'Dining room': '5.77 m x 5.3 m', 'Kitchen': '5.77 m x 5.3 m'}, 'Second level': {'Primary Bedroom': '3.81 m x 2.8 m', 'Bedroom 2': '4.18 m x 2.84 m'}, 'Third level': {'Loft': '2.9 m x 1.94 m'}}"
#512 -1638 BLOOR ST W,"Toronto, Ontario M6P1A7",23796895,W5422580,SingleFamily,679000.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,23,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,High Park North,Condominium/Strata,"$2,760 (CAD)",Underground,18 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,,$821 (CAD) Monthly,Meritus Group,1,"{'Main level': {'Living room': '4.89 m x 2.76 m', 'Dining room': '2.41 m x 3.68 m', 'Kitchen': '2.4 m x 3.68 m', 'Primary Bedroom': '3.72 m x 3.26 m', 'Den': '3.97 m x 2.27 m'}}"
#401 -151 AVENUE RD,"Toronto, Ontario M5R0B8",23768454,C5413236,SingleFamily,665000.00,,Apartment,,1,1,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Annex,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",27 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,Public Transit,$403.28 (CAD) Monthly,Del,,{}
#204 -1 LEASIDE PARK DR,"Toronto, Ontario M4H1R1",23830320,C5434033,SingleFamily,479000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,29,"Video,FloorPlan",Realvision,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Thorncliffe Park,Condominium/Strata,"$1,790.27 (CAD)",Underground,5 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$633.42 (CAD) Monthly,Percel Inc. 905-761-6840 / 416-806-8775,1,"{'Flat': {'Living room': '7.22 m x 3.4 m', 'Dining room': 'Measurements not available', 'Kitchen': '3.05 m x 2.38 m', 'Primary Bedroom': '4.95 m x 2.71 m'}}"
#48 -671 HUNTINGWOOD DR,"Toronto, Ontario M1W1H6",23827929,E5433083,SingleFamily,759000.00,,Row/Townhouse,,2,3,,,2,,,,,AttachedGarage,,,,,,,,,,,,no,,,,yes,20,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,Tam O'Shanter-Sullivan,Condominium/Strata,"$2,584.58 (CAD)",Attached Garage,6 days,3,2,Conservation/green belt,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",,,,$476.20 (CAD) Monthly,Orion Management (905) 670-0501,2,"{'Main level': {'Living room': '5.18 m x 3.1 m', 'Kitchen': '4.88 m x 3.3 m'}, 'Second level': {'Primary Bedroom': '4.62 m x 3.35 m', 'Bedroom 2': '3.61 m x 2.54 m', 'Bedroom 3': '2.8 m x 2.69 m'}, 'Basement': {'Recreational, Games room': 'Measurements not available'}, 'Upper Level': {'Dining room': '3.25 m x 3.05 m'}}"
#1803 -230 KING ST E,"Toronto, Ontario M5A1K5",23826956,C5432771,SingleFamily,519000.00,,Apartment,,1,0,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,27,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$1,691.17 (CAD)",Underground,6 days,,1,Balcony,,Central air conditioning,Forced air (Natural gas),Brick,,,,$361.92 (CAD) Monthly,Brookfield,,"{'Main level': {'Living room': '3.63 m x 4.07 m', 'Kitchen': 'Measurements not available'}}"
#1210 -153 BEECROFT RD,"Toronto, Ontario M2N7C5",23767433,C5412921,SingleFamily,649900.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,16,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Lansing-Westgate,Condominium/Strata,"$2,224.09 (CAD)",Underground,27 days,2,1,Balcony,"Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Park, Public Transit",$567.95 (CAD) Monthly,Wilson Blanchard Management - 416-221-6413,1,"{'Flat': {'Living room': '5.36 m x 3.05 m', 'Dining room': '5.36 m x 3.05 m', 'Kitchen': '2.44 m x 2.44 m', 'Primary Bedroom': '3.81 m x 3.05 m', 'Bedroom 2': '3.2 m x 2.47 m'}}"
#310 -345 DRIFTWOOD AVE,"Toronto, Ontario M3N2P4",23825247,W5432162,SingleFamily,329995.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,ExerciseCentre",,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Black Creek,Condominium/Strata,$641.57 (CAD),"Underground, Visitor Parking",7 days,2,1,Balcony,"Party Room, Exercise Centre",Wall unit,Baseboard heaters (Natural gas),Brick,Outdoor pool,Community Centre,"Park, Public Transit, Schools",$698.25 (CAD) Monthly,Royal Grande Property Management - 416-945-7902,1,"{'Flat': {'Living room': '5.52 m x 5.51 m', 'Dining room': '5.52 m x 5.51 m', 'Kitchen': '3.99 m x 2.4 m', 'Primary Bedroom': '3.69 m x 3.11 m', 'Bedroom 2': '3.3 m x 2.47 m', 'Laundry room': '3.2 m x 1.73 m'}}"
#605 -20 AVOCA AVE,"Toronto, Ontario M4T2B8",23785898,C5418929,SingleFamily,629900.00,,Apartment,,1,1,PetsnotAllowed,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,CarWash,PartyRoom,Sauna,Security/Concierge,ExerciseCentre",,,no,,,,yes,30,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Rosedale-Moore Park,Shares in Co-operative,$0 (CAD),Underground,21 days,1,1,Ravine,"Storage - Locker, Car Wash, Party Room, Sauna, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,Pets not Allowed,"Park, Public Transit","$1,209.81 (CAD) Monthly",Crossbridge Condominium,1,"{'Main level': {'Foyer': 'Measurements not available', 'Living room': '3.66 m x 5.72 m', 'Dining room': '2.21 m x 2.87 m', 'Kitchen': '2.13 m x 2.74 m', 'Bedroom': '3.35 m x 5.05 m'}}"
#2704 -3 CONCORDE PL,"Toronto, Ontario M3C3K6",23806121,C5425789,SingleFamily,789000.00,,Apartment,,2,2,CommunityCentre,"PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,24,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Banbury-Don Mills,Condominium/Strata,"$2,836.60 (CAD)","Underground, Visitor Parking",14 days,2,2,"Ravine, Balcony","Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,Community Centre,"Public Transit, Schools",$992 (CAD) Monthly,Crossbridge Condominium Services,1,"{'Main level': {'Living room': '5.56 m x 5.36 m', 'Dining room': '3.84 m x 3.45 m', 'Kitchen': '3.18 m x 3.02 m', 'Bedroom': '4.37 m x 3.43 m', 'Bedroom 2': '4.47 m x 3.28 m', 'Foyer': 'Measurements not available', 'Other': 'Measurements not available'}}"
#525 -120 VARNA DR,"Toronto, Ontario M6A1N3",23803085,W5424488,SingleFamily,519000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,8,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Yorkdale-Glen Park,Condominium/Strata,$0 (CAD),Underground,16 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,,Goldview Property Management,1,"{'Main level': {'Living room': '6.16 m x 2.95 m', 'Dining room': '6.16 m x 2.95 m', 'Kitchen': '6.16 m x 3.38 m', 'Bedroom': '3.41 m x 2.86 m', 'Bathroom': 'Measurements not available'}}"
#1910 -503 BEECROFT RD,"Toronto, Ontario M2N0A2",23785874,C5418846,SingleFamily,719000.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,27,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale West,Condominium/Strata,"$2,358 (CAD)","Underground, Visitor Parking",21 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit, Schools",$853 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '7.5 m x 3.2 m', 'Dining room': '7.5 m x 3.2 m', 'Kitchen': '5.1 m x 3.25 m', 'Eating area': '5.1 m x 3.25 m', 'Primary Bedroom': '5.1 m x 2.95 m', 'Bedroom 2': '3.3 m x 3.2 m', 'Laundry room': 'Measurements not available'}}"
#106 -3650 KINGSTON RD,"Toronto, Ontario M1M3X9",23820939,E5430771,SingleFamily,529900.00,,Apartment,,2,2,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,32,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Scarborough Village,Condominium/Strata,"$1,564.19 (CAD)","Underground, Visitor Parking",9 days,2,2,,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,,Brick,,,"Hospital, Park, Public Transit, Schools",$703.56 (CAD) Monthly,Maple Ridge Community Management 905-507-6726,1,"{'Main level': {'Kitchen': '3.64 m x 2.72 m', 'Dining room': '3.64 m x 2.43 m', 'Living room': '3.7 m x 2.99 m', 'Bedroom': '3.18 m x 4.07 m', 'Bedroom 2': '3.91 m x 2.73 m'}}"
#303 -500 SHERBOURNE ST,"Toronto, Ontario M4X1L1",23831158,C5434077,SingleFamily,999900.00,,Apartment,,3,5,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,30,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,North St. James Town,Condominium/Strata,"$5,181.39 (CAD)","Underground, Visitor Parking",5 days,3,3,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Concrete,,,"Park, Public Transit","$1,141.60 (CAD) Monthly",Principle Property Management Ltd.,1,"{'Main level': {'Kitchen': '4.77 m x 3.15 m', 'Dining room': '3.75 m x 3.15 m', 'Living room': '5.05 m x 3.58 m', 'Bedroom 2': '5.35 m x 2.74 m', 'Bedroom 3': '2.43 m x 3.05 m', 'Primary Bedroom': '5.08 m x 2.92 m', 'Den': '2.31 m x 2.92 m'}}"
#205 -60 ST CLAIR AVE W,"Toronto, Ontario M4V1M7",23792151,C5420996,SingleFamily,659000.00,,Apartment,,1,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,25,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Yonge-St. Clair,Condominium/Strata,"$2,505.15 (CAD)","Underground, Visitor Parking",19 days,2,1,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,,$798.10 (CAD) Monthly,Crossbridge Property Management,,"{'Flat': {'Living room': '4.5 m x 3.49 m', 'Dining room': '2.86 m x 1.68 m', 'Kitchen': '3.03 m x 2.91 m', 'Primary Bedroom': '3.34 m x 3.04 m', 'Bedroom 2': '3.43 m x 2.73 m'}}"
#3909 -16 BONNYCASTLE ST,"Toronto, Ontario M5A0C9",23748114,C5406504,SingleFamily,860000.00,,Apartment,,1,1,,"Marina,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom",,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$2,780.11 (CAD)",Underground,34 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room",Central air conditioning,Forced air (Electric),Concrete,Outdoor pool,,"Marina, Park, Public Transit",$460.07 (CAD) Monthly,Forres Hill Kipling Residential Management,1,"{'Flat': {'Foyer': '8.82 m x 3.28 m', 'Kitchen': '11.15 m x 5.24 m', 'Library': '11.81 m x 11.81 m', 'Dining room': '11.81 m x 11.81 m', 'Bedroom': '10.72 m x 10.92 m', 'Bathroom': '7.74 m x 5.28 m'}}"
#313 -18 BEVERLEY ST,"Toronto, Ontario M5T3L2",23801664,C5424051,SingleFamily,738000.00,,Apartment,,1,2,PetsnotAllowed,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,22,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Kensington-Chinatown,Condominium/Strata,"$2,749.56 (CAD)",Underground,17 days,1,1,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,Pets not Allowed,,$762.23 (CAD) Monthly,N/A,1,"{'Flat': {'Living room': '5.18 m x 3.12 m', 'Dining room': '2.85 m x 2.36 m', 'Kitchen': '2.67 m x 2.31 m', 'Primary Bedroom': '3.66 m x 2.74 m', 'Den': '2.85 m x 2.36 m'}}"
#606 -75 GRAYDON HALL DR,"Toronto, Ontario M3A3M5",23825156,C5432199,SingleFamily,634900.00,,Apartment,,2,3,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,33,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Parkwoods-Donalda,Condominium/Strata,"$1,778.05 (CAD)","Underground, Visitor Parking",7 days,3,2,"Conservation/green belt, Balcony","Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,,Concrete,,,"Park, Public Transit","$1,080.42 (CAD) Monthly",The Manor House 416-447-6337,2,"{'Flat': {'Living room': '5.41 m x 3.48 m', 'Dining room': '3.15 m x 3.66 m', 'Kitchen': '3.48 m x 4.14 m', 'Primary Bedroom': '3.3 m x 4.52 m', 'Bedroom 2': '3.07 m x 3.96 m', 'Bedroom 3': '3.07 m x 2.74 m', 'Laundry room': '1.57 m x 2.59 m'}}"
#340 -500 RICHMOND ST W,"Toronto, Ontario M5V3N4",23781877,C5417363,SingleFamily,899000.00,,Apartment,,1,3,,PublicTransit,2,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,28,"Video,FloorPlan",iGuide,Toronto,Ontario,no,no,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$3,400 (CAD)",Underground,23 days,2,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,Public Transit,$649 (CAD) Monthly,Goldview,1,"{'Main level': {'Kitchen': '1.65 m x 3.1 m', 'Living room': '3.17 m x 3.33 m', 'Dining room': '2.77 m x 2.08 m'}, 'Second level': {'Bedroom': '5.13 m x 3.17 m', 'Bedroom 2': '3.96 m x 2.82 m', 'Bathroom': '1.65 m x 1.55 m'}}"
#205 -215 FORT YORK BLVD,"Toronto, Ontario M5V4A2",23827838,C5432950,SingleFamily,779000.00,,Apartment,,2,2,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,18,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,822.88 (CAD)","Underground, Visitor Parking",6 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,"Park, Public Transit",$745.77 (CAD) Monthly,Crossbridge Condominium Services Ltd,1,"{'Flat': {'Living room': '5.79 m x 5.59 m', 'Dining room': '5.79 m x 5.59 m', 'Kitchen': '5.79 m x 5.59 m', 'Primary Bedroom': '3.83 m x 3.2 m', 'Bedroom 2': '3.25 m x 2.69 m'}}"
500 RICHMOND Street W Unit# 340,"Toronto, Ontario M5V3N4",23780691,40181713,SingleFamily,899000.00,,Apartment,,1,2,,"Schools,Shopping",2,,,,WaterHeater,"Underground,None",,,,,,1100.0000,,,GuestSuite,Attached,,no,,,,yes,28,"Video,FloorPlan,Brochure",iGuide,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,,Condominium,,"Underground, None",24 days,2,1,"Southern exposure, Balcony",Guest Suite,Central air conditioning,"Forced air, (Natural gas)",Brick,,,"Schools, Shopping",$649 (CAD) Monthly,,1,"{'Main level': {'Dining room': '2.77 m x 2.08 m', 'Living room': '3.18 m x 3.33 m', 'Kitchen': '1.65 m x 3.1 m'}, 'Second level': {'3pc Bathroom': '1.65 m x 1.55 m', 'Bedroom': '3.96 m x 2.82 m', 'Primary Bedroom': '5.13 m x 3.18 m'}}"
#905 -100 LOTHERTON PTWY,"Toronto, Ontario M6B2G8",23796463,W5422477,SingleFamily,399000.00,,Apartment,,1,3,,"PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,Sauna",,,no,,,,yes,22,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Yorkdale-Glen Park,Condominium/Strata,$983.73 (CAD),"Underground, Visitor Parking",18 days,3,1,Balcony,"Party Room, Sauna",Window air conditioner,Baseboard heaters (Electric),Brick,Indoor pool,,"Public Transit, Schools",$738.94 (CAD) Monthly,Gpm General Property Management,1,"{'Flat': {'Living room': '5.08 m x 3.3 m', 'Dining room': '5.08 m x 7.72 m', 'Kitchen': '2.03 m x 2.24 m', 'Bedroom': '4.14 m x 2.87 m', 'Bedroom 2': '4.14 m x 2.11 m', 'Bedroom 3': '4.52 m x 2.11 m', 'Laundry room': '1.04 m x 2.64 m'}}"
#4602 -25 TELEGRAM MEWS,"Toronto, Ontario M5V3Z1",23841641,C5437758,SingleFamily,950000.00,,Apartment,,2,3,,"Park,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,CarWash,Security/Concierge,ExerciseCentre",,,no,,,,yes,30,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$3,006.18 (CAD)","Underground, Visitor Parking",1 day,2,2,Balcony,"Storage - Locker, Car Wash, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Schools",$651.59 (CAD) Monthly,Dash Property Management,1,"{'Flat': {'Kitchen': '3.86 m x 2.21 m', 'Living room': '5.35 m x 3.82 m', 'Dining room': '5.3 m x 3.82 m', 'Primary Bedroom': '3.29 m x 2.91 m', 'Bedroom 2': '3.09 m x 2.88 m', 'Study': '3.44 m x 1.99 m', 'Foyer': '3.24 m x 1.2 m'}}"
#212 -70 DISTILLERY LANE,"Toronto, Ontario M5A0E3",23838105,C5436586,SingleFamily,665000.00,,Apartment,,1,2,,"Park,PublicTransit",,,,,,,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,29,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$2,068.72 (CAD)",,3 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Concrete,Outdoor pool,,"Park, Public Transit",$446.66 (CAD) Monthly,Icon Property Management,,"{'Main level': {'Primary Bedroom': '10.04 m x 7.22 m', 'Living room': '10.69 m x 14.6 m', 'Dining room': '10.69 m x 14.6 m', 'Den': '9.18 m x 8.86 m', 'Kitchen': '8.89 m x 10.07 m', 'Bathroom': 'Measurements not available'}}"
#1904 -35 BALMUTO ST,"Toronto, Ontario M4Y0A3",23795134,C5421939,SingleFamily,749000.00,,Apartment,,2,2,,,,,,,,,,,,,,,,,Storage-Locker,,,no,,,,yes,12,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$3,647.75 (CAD)",,18 days,1,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$772.83 (CAD) Monthly,Crossbridge Condominium Services Ltd.,,"{'Flat': {'Living room': '3.45 m x 2.74 m', 'Dining room': '3.96 m x 3.81 m', 'Kitchen': '3.35 m x 1.75 m', 'Primary Bedroom': '3.66 m x 3.35 m', 'Den': '3.45 m x 1.85 m'}}"
#4701 -101 CHARLES ST E,"Toronto, Ontario M4Y1V2",23785870,C5418827,SingleFamily,1215000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,37,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$4,115.75 (CAD)",Underground,21 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,,$640.62 (CAD) Monthly,Forest Hill Kipling Management 416-975-5433,2,"{'Main level': {'Kitchen': '4.88 m x 3.84 m', 'Dining room': '4.88 m x 3.84 m', 'Living room': '3.48 m x 3.66 m', 'Primary Bedroom': '3.14 m x 3.06 m', 'Bedroom 2': '3.27 m x 2.87 m'}}"
#1401 -131 TORRESDALE AVE,"Toronto, Ontario M2R3T1",23822921,C5431364,SingleFamily,598800.00,,Apartment,,2,3,PetsnotAllowed,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,29,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Westminster-Branson,Condominium/Strata,"$1,773.93 (CAD)","Underground, Visitor Parking",9 days,2,2,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,Pets not Allowed,"Park, Public Transit",$882.56 (CAD) Monthly,Whitehall Residential 416-665-3679,1,"{'Flat': {'Living room': '4.5 m x 3.42 m', 'Dining room': '4.45 m x 3.26 m', 'Kitchen': '3.35 m x 2.75 m', 'Eating area': '2.75 m x 1.87 m', 'Solarium': '3.25 m x 2.12 m', 'Primary Bedroom': '6.48 m x 3.37 m', 'Bedroom 2': '4.7 m x 2.83 m', 'Foyer': '2.71 m x 1.82 m'}}"
